season,city,date,team1,team2,winner,win_by_runs,win_by_wickets,player_of_match,venue
2018,Pune,30-04-2018,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium
2018,Bengaluru,29-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,6,CA Lynn,M.Chinnaswamy Stadium
2018,Jaipur,29-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium
2018,Pune,28-04-2018,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium
2018,Delhi,27-04-2018,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,55,0,SS Iyer,Arun Jaitley Stadium
2018,Hyderabad,26-04-2018,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,13,0,AS Rajpoot,Rajiv Gandhi International Stadium
2018,Bengaluru,25-04-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0,5,MS Dhoni,M.Chinnaswamy Stadium
2018,Mumbai,24-04-2018,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium
2018,Delhi,23-04-2018,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,4,0,AS Rajpoot,Arun Jaitley Stadium
2018,Hyderabad,22-04-2018,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,4,0,AT Rayudu,Rajiv Gandhi International Stadium
2018,Jaipur,22-04-2018,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0,3,JC Archer,Sawai Mansingh Stadium
2018,Kolkata,21-04-2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0,9,KL Rahul,Eden Gardens
2018,Bengaluru,21-04-2018,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0,6,AB de Villiers,M.Chinnaswamy Stadium
2018,Pune,20-04-2018,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium
2018,Chandigarh,19-04-2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,15,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium
2018,Jaipur,18-04-2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium
2018,Mumbai,17-04-2018,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium
2018,Kolkata,16-04-2018,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,71,0,N Rana,Eden Gardens
2018,Chandigarh,15-04-2018,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,4,0,CH Gayle,Punjab Cricket Association IS Bindra Stadium
2018,Bengaluru,15-04-2018,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,19,0,SV Samson,M.Chinnaswamy Stadium
2018,Mumbai,14-04-2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,0,7,JJ Roy,Wankhede Stadium
2018,Kolkata,14-04-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens
2018,Bengaluru,13-04-2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0,4,UT Yadav,M.Chinnaswamy Stadium
2018,Hyderabad,12-04-2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0,1,Rashid Khan,Rajiv Gandhi International Stadium
2018,Jaipur,11-04-2018,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium
2018,Chennai,10-04-2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,5,SW Billings,MA Chidambaram Stadium
2018,Hyderabad,09-04-2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,9,S Dhawan,Rajiv Gandhi International Stadium
2018,Chandigarh,08-04-2018,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium
2018,Kolkata,08-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens
2018,Mumbai,07-04-2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium
2017,Hyderabad,21-05-2017,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal"
2017,Bangalore,19-05-2017,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium
2017,Bangalore,18-05-2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium
2017,Mumbai,16-05-2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium
2017,Delhi,14-05-2017,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla
2017,Pune,14-05-2017,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium
2017,Kanpur,13-05-2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park
2017,Kolkata,13-05-2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,9,0,AT Rayudu,Eden Gardens
2017,Delhi,12-05-2017,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla
2017,Mumbai,11-05-2017,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium
2017,Kanpur,10-05-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,0,2,SS Iyer,Green Park
2017,Chandigarh,09-05-2017,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2017,Hyderabad,08-05-2017,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal"
2017,Bangalore,07-05-2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium
2017,Chandigarh,07-05-2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2017,Hyderabad,06-05-2017,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal"
2017,Delhi,06-05-2017,Delhi Daredevils,Mumbai Indians,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla
2017,Bangalore,05-05-2017,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium
2017,Delhi,04-05-2017,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla
2017,Kolkata,03-05-2017,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens
2017,Delhi,02-05-2017,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla
2017,Mumbai,01-05-2017,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium
2017,Pune,01-05-2017,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium
2017,Hyderabad,30-04-2017,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
2017,Chandigarh,30-04-2017,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2017,Rajkot,29-04-2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium
2017,Pune,29-04-2017,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium
2017,Kolkata,28-04-2017,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens
2017,Chandigarh,28-04-2017,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2017,Bangalore,27-04-2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium
2017,Pune,26-04-2017,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium
2017,Mumbai,24-04-2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium
2017,Kolkata,23-04-2017,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens
2017,Rajkot,23-04-2017,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium
2017,Pune,22-04-2017,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium
2017,Mumbai,22-04-2017,Mumbai Indians,Delhi Daredevils,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium
2017,Kolkata,21-04-2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,0,4,SK Raina,Eden Gardens
2017,Indore,20-04-2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium
2017,Hyderabad,19-04-2017,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal"
2017,Rajkot,18-04-2017,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium
2017,Delhi,17-04-2017,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla
2017,Hyderabad,17-04-2017,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal"
2017,Mumbai,16-04-2017,Mumbai Indians,Gujarat Lions,Mumbai Indians,0,6,N Rana,Wankhede Stadium
2017,Bangalore,16-04-2017,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium
2017,Delhi,15-04-2017,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla
2017,Kolkata,15-04-2017,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens
2017,Rajkot,14-04-2017,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium
2017,Bangalore,14-04-2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium
2017,Kolkata,13-04-2017,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens
2017,Mumbai,12-04-2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium
2017,Pune,11-04-2017,Rising Pune Supergiant,Delhi Daredevils,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium
2017,Indore,10-04-2017,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium
2017,Mumbai,09-04-2017,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0,4,N Rana,Wankhede Stadium
2017,Hyderabad,09-04-2017,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal"
2017,Bengaluru,08-04-2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,15,0,KM Jadhav,M.Chinnaswamy Stadium
2017,Indore,08-04-2017,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium
2017,Rajkot,07-04-2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium
2017,Pune,06-04-2017,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium
2017,Hyderabad,05-04-2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal"
2016,Bangalore,29-05-2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium
2016,Delhi,27-05-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla
2016,Delhi,25-05-2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla
2016,Bangalore,24-05-2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium
2016,Kolkata,22-05-2016,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens
2016,Raipur,22-05-2016,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium
2016,Kanpur,21-05-2016,Gujarat Lions,Mumbai Indians,Gujarat Lions,0,6,SK Raina,Green Park
2016,Visakhapatnam,21-05-2016,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2016,Raipur,20-05-2016,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium
2016,Kanpur,19-05-2016,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,0,6,DR Smith,Green Park
2016,Bangalore,18-05-2016,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium
2016,Visakhapatnam,17-05-2016,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2016,Kolkata,16-05-2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens
2016,Visakhapatnam,15-05-2016,Mumbai Indians,Delhi Daredevils,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2016,Chandigarh,15-05-2016,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali"
2016,Bangalore,14-05-2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium
